git_commit,label,block_width,block_height
"9507b86aa57bdcedccdf3840435b31b20005dc11", "Original FBL CUDA",        32, 4
"38ff9b268a84e3f4a0805c67041b336f396e9a31", "Optimized FBL CUDA",       32, 8
