timestamp, temperature.gpu, memory.free [MiB], fan.speed [%], utilization.gpu [%], power.draw [W], clocks.current.sm [MHz], clocks.current.graphics [MHz], clocks.current.memory [MHz]
2019/10/25 06:37:39.876, 35, 12198 MiB, [Not Supported], 0 %, 27.54 W, 480 MHz, 480 MHz, 715 MHz
2019/10/25 06:37:39.937, 35, 12198 MiB, [Not Supported], 0 %, 26.32 W, 405 MHz, 405 MHz, 715 MHz
2019/10/25 06:37:39.995, 35, 12198 MiB, [Not Supported], 4 %, 26.09 W, 405 MHz, 405 MHz, 715 MHz
2019/10/25 06:37:40.055, 35, 12198 MiB, [Not Supported], 4 %, 26.32 W, 480 MHz, 480 MHz, 715 MHz
2019/10/25 06:37:40.117, 35, 12198 MiB, [Not Supported], 4 %, 27.78 W, 1075 MHz, 1075 MHz, 715 MHz
2019/10/25 06:37:40.171, 35, 12198 MiB, [Not Supported], 0 %, 30.70 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.227, 35, 12198 MiB, [Not Supported], 0 %, 30.95 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.281, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.335, 35, 12198 MiB, [Not Supported], 0 %, 31.68 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.389, 35, 12198 MiB, [Not Supported], 0 %, 31.68 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.445, 35, 12198 MiB, [Not Supported], 0 %, 31.68 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.499, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.553, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.607, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.661, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.715, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.769, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.825, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.879, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.933, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:40.987, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.042, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.096, 35, 12198 MiB, [Not Supported], 0 %, 31.68 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.149, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.205, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.259, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.313, 35, 12198 MiB, [Not Supported], 0 %, 31.68 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.367, 35, 12198 MiB, [Not Supported], 0 %, 31.68 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.420, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.475, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.528, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.585, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.639, 35, 12198 MiB, [Not Supported], 0 %, 31.19 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.693, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.747, 34, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.801, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.855, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.909, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:41.964, 35, 12198 MiB, [Not Supported], 0 %, 31.42 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.018, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.072, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.127, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.181, 34, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.235, 34, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.289, 34, 12198 MiB, [Not Supported], 0 %, 31.19 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.345, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.399, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.453, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.507, 35, 12198 MiB, [Not Supported], 0 %, 31.43 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.561, 35, 12180 MiB, [Not Supported], 0 %, 31.41 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.625, 35, 11935 MiB, [Not Supported], 0 %, 31.68 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.679, 34, 11935 MiB, [Not Supported], 3 %, 31.68 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.733, 34, 11813 MiB, [Not Supported], 3 %, 38.22 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.787, 35, 11813 MiB, [Not Supported], 3 %, 91.17 W, 1189 MHz, 1189 MHz, 715 MHz
2019/10/25 06:37:42.844, 35, 11813 MiB, [Not Supported], 49 %, 109.95 W, 1328 MHz, 1328 MHz, 715 MHz
2019/10/25 06:37:42.899, 35, 11813 MiB, [Not Supported], 49 %, 113.82 W, 1328 MHz, 1328 MHz, 715 MHz
2019/10/25 06:37:42.953, 36, 11813 MiB, [Not Supported], 49 %, 115.21 W, 1328 MHz, 1328 MHz, 715 MHz
2019/10/25 06:37:43.007, 36, 11813 MiB, [Not Supported], 100 %, 115.69 W, 1328 MHz, 1328 MHz, 715 MHz
2019/10/25 06:37:43.061, 36, 11813 MiB, [Not Supported], 100 %, 117.14 W, 1328 MHz, 1328 MHz, 715 MHz
2019/10/25 06:37:43.115, 36, 11813 MiB, [Not Supported], 100 %, 116.90 W, 1328 MHz, 1328 MHz, 715 MHz
2019/10/25 06:37:43.169, 36, 11813 MiB, [Not Supported], 100 %, 117.14 W, 1328 MHz, 1328 MHz, 715 MHz
2019/10/25 06:37:43.225, 36, 11813 MiB, [Not Supported], 100 %, 117.38 W, 1328 MHz, 1328 MHz, 715 MHz
2019/10/25 06:37:43.280, 37, 11813 MiB, [Not Supported], 100 %, 117.38 W, 1328 MHz, 1328 MHz, 715 MHz
2019/10/25 06:37:43.334, 37, 11813 MiB, [Not Supported], 100 %, 117.62 W, 1328 MHz, 1328 MHz, 715 MHz
2019/10/25 06:37:43.388, 37, 11813 MiB, [Not Supported], 100 %, 117.38 W, 1328 MHz, 1328 MHz, 715 MHz
2019/10/25 06:37:43.442, 37, 11813 MiB, [Not Supported], 100 %, 117.62 W, 1328 MHz, 1328 MHz, 715 MHz
