timestamp, temperature.gpu, memory.free [MiB], fan.speed [%], utilization.gpu [%], power.draw [W], clocks.current.sm [MHz], clocks.current.graphics [MHz], clocks.current.memory [MHz]
2019/10/25 20:22:48.644, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
2019/10/25 20:22:48.698, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
2019/10/25 20:22:48.752, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
2019/10/25 20:22:48.806, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
2019/10/25 20:22:48.864, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
2019/10/25 20:22:48.918, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
2019/10/25 20:22:48.971, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
2019/10/25 20:22:49.025, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
2019/10/25 20:22:49.080, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
2019/10/25 20:22:49.133, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
2019/10/25 20:22:49.187, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
2019/10/25 20:22:49.243, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
2019/10/25 20:22:49.297, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
2019/10/25 20:22:49.351, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
2019/10/25 20:22:49.405, 40, 12198 MiB, [Not Supported], 0 %, 29.73 W, 1063 MHz, 1063 MHz, 715 MHz
