##############################################################################
# Generated by SWASHES version 1.03.00, 2016-01-29
##############################################################################
# Dimension: 1
# Type: 3 (=Dam break)
# Domain: 1
# Choice: 1 (=on a wet domain without friction (Stoker's solution))
##############################################################################
# PARAMETERS OF THE SOLUTION
# 
# Length of the domain: 10 meters
# Space step: 0.3125 meters
# Number of cells: 32
# Position of the dam: x=5 meters
# Time value: 6 seconds
##############################################################################
# 
#(i-0.5)*dx 	    h[i] 	    u[i] 	 topo[i] 	    q[i] 	 topo[i]+h[i] 	Fr[i]=Froude	 topo[i]+hc[i] 	
0.15625	    0.005	        0	        0	        0	    0.005	        0	        0	
0.46875	    0.005	        0	        0	        0	    0.005	        0	        0	
0.78125	    0.005	        0	        0	        0	    0.005	        0	        0	
1.09375	    0.005	        0	        0	        0	    0.005	        0	        0	
1.40625	    0.005	        0	        0	        0	    0.005	        0	        0	
1.71875	    0.005	        0	        0	        0	    0.005	        0	        0	
2.03125	    0.005	        0	        0	        0	    0.005	        0	        0	
2.34375	    0.005	        0	        0	        0	    0.005	        0	        0	
2.65625	    0.005	        0	        0	        0	    0.005	        0	        0	
2.96875	    0.005	        0	        0	        0	    0.005	        0	        0	
3.28125	    0.005	        0	        0	        0	    0.005	        0	        0	
3.59375	    0.005	        0	        0	        0	    0.005	        0	        0	
3.90625	0.00442769	0.0261205	        0	0.000115653	0.00442769	 0.125331	0.00110887	
4.21875	0.00372074	0.0608427	        0	0.00022638	0.00372074	 0.318463	0.00173514	
4.53125	0.00307525	0.0955649	        0	0.000293886	0.00307525	 0.550204	0.00206489	
4.84375	0.00253936	 0.127279	        0	0.000323208	0.00253936	 0.806419	0.00220005	
5.15625	0.00253936	 0.127279	        0	0.000323208	0.00253936	 0.806419	0.00220005	
5.46875	0.00253936	 0.127279	        0	0.000323208	0.00253936	 0.806419	0.00220005	
5.78125	0.00253936	 0.127279	        0	0.000323208	0.00253936	 0.806419	0.00220005	
6.09375	0.00253936	 0.127279	        0	0.000323208	0.00253936	 0.806419	0.00220005	
6.40625	    0.001	        0	        0	        0	    0.001	        0	        0	
6.71875	    0.001	        0	        0	        0	    0.001	        0	        0	
7.03125	    0.001	        0	        0	        0	    0.001	        0	        0	
7.34375	    0.001	        0	        0	        0	    0.001	        0	        0	
7.65625	    0.001	        0	        0	        0	    0.001	        0	        0	
7.96875	    0.001	        0	        0	        0	    0.001	        0	        0	
8.28125	    0.001	        0	        0	        0	    0.001	        0	        0	
8.59375	    0.001	        0	        0	        0	    0.001	        0	        0	
8.90625	    0.001	        0	        0	        0	    0.001	        0	        0	
9.21875	    0.001	        0	        0	        0	    0.001	        0	        0	
9.53125	    0.001	        0	        0	        0	    0.001	        0	        0	
9.84375	    0.001	        0	        0	        0	    0.001	        0	        0	
